Date,KOSPI_Close,KOSPI_Open,KOSPI_High,KOSPI_Low,KOSPI_Volume,NASDAQ_Close,US10Y_Yield,VIX_Close,USD_KRW
2010-03-10,1662.239990234375,1662.0,1662.8800048828125,1653.68994140625,500100,2340.679931640625,3.7009999752044678,17.920000076293945,1132.0
2010-03-11,1656.6199951171875,1670.8199462890625,1672.47998046875,1656.47998046875,529000,2358.949951171875,3.7200000286102295,18.56999969482422,1129.699951171875
2010-03-12,1662.739990234375,1666.5899658203125,1666.8599853515625,1653.030029296875,369500,2368.4599609375,3.7200000286102295,18.059999465942383,1131.4000244140625
2010-03-15,1649.5,1663.8599853515625,1667.43994140625,1643.510009765625,343800,2368.4599609375,3.7200000286102295,18.059999465942383,1131.4000244140625
2010-03-16,1648.010009765625,1654.52001953125,1655.27001953125,1642.8599853515625,512600,2362.2099609375,3.7039999961853027,18.0,1131.9000244140625
2010-03-17,1682.8599853515625,1663.300048828125,1682.8599853515625,1659.6400146484375,606000,2378.010009765625,3.6530001163482666,17.690000534057617,1132.199951171875
2010-03-18,1675.1700439453125,1679.2099609375,1687.699951171875,1675.0999755859375,434500,2389.090087890625,3.6419999599456787,16.90999984741211,1129.5
2010-03-19,1686.1099853515625,1682.52001953125,1687.6800537109375,1677.6199951171875,441800,2391.280029296875,3.671999931335449,16.6200008392334,1129.800048828125
2010-03-22,1672.6700439453125,1678.510009765625,1680.93994140625,1664.8800048828125,347600,2391.280029296875,3.671999931335449,16.6200008392334,1129.800048828125
2010-03-23,1681.8199462890625,1685.0699462890625,1689.4599609375,1677.9100341796875,414300,2395.39990234375,3.6630001068115234,16.8700008392334,1134.4000244140625
2010-03-24,1681.010009765625,1693.56005859375,1695.030029296875,1678.0699462890625,371500,2415.239990234375,3.680000066757202,16.350000381469727,1140.199951171875
2010-03-25,1688.3900146484375,1680.4200439453125,1688.3900146484375,1677.050048828125,389700,2398.760009765625,3.8289999961853027,17.549999237060547,1138.699951171875
2010-03-26,1697.719970703125,1683.9599609375,1699.93994140625,1680.9100341796875,397600,2397.409912109375,3.9010000228881836,18.399999618530273,1144.800048828125
2010-03-29,1691.989990234375,1681.989990234375,1699.81005859375,1681.43994140625,339600,2397.409912109375,3.9010000228881836,18.399999618530273,1144.800048828125
2010-03-30,1700.18994140625,1705.510009765625,1705.5699462890625,1693.8299560546875,321000,2404.360107421875,3.864000082015991,17.59000015258789,1133.4000244140625
2010-03-31,1692.8499755859375,1702.5799560546875,1704.81005859375,1689.9200439453125,328300,2410.68994140625,3.868000030517578,17.1299991607666,1130.0999755859375
2010-04-01,1719.1700439453125,1695.300048828125,1719.739990234375,1695.300048828125,297000,2397.9599609375,3.8329999446868896,17.59000015258789,1131.5999755859375
2010-04-02,1723.489990234375,1723.2900390625,1725.3900146484375,1715.56005859375,355100,2402.580078125,3.8589999675750732,17.469999313354492,1124.199951171875
2010-04-05,1724.989990234375,1728.27001953125,1731.0,1711.1600341796875,426900,2402.580078125,3.8589999675750732,17.469999313354492,1124.199951171875
2010-04-06,1726.0899658203125,1732.97998046875,1732.97998046875,1719.1400146484375,420900,2429.530029296875,3.99399995803833,17.020000457763672,1132.199951171875
2010-04-07,1726.5999755859375,1725.31005859375,1729.22998046875,1722.18994140625,399700,2436.81005859375,3.9679999351501465,16.229999542236328,1121.5
2010-04-08,1733.780029296875,1722.1300048828125,1733.780029296875,1719.510009765625,362600,2431.159912109375,3.86299991607666,16.6200008392334,1121.300048828125
2010-04-09,1724.469970703125,1735.0,1737.449951171875,1710.1099853515625,452500,2436.81005859375,3.8959999084472656,16.479999542236328,1122.0999755859375
2010-04-12,1710.300048828125,1730.3699951171875,1733.300048828125,1707.9200439453125,416600,2436.81005859375,3.8959999084472656,16.479999542236328,1122.0999755859375
2010-04-13,1710.5899658203125,1714.9599609375,1716.0899658203125,1699.5799560546875,369600,2457.8701171875,3.8459999561309814,15.579999923706055,1113.0
2010-04-14,1735.3299560546875,1720.4200439453125,1735.3299560546875,1720.4200439453125,431600,2465.989990234375,3.811000108718872,16.200000762939453,1120.5
2010-04-15,1743.9100341796875,1745.52001953125,1747.3800048828125,1729.5899658203125,464900,2504.860107421875,3.8550000190734863,15.59000015258789,1111.800048828125
2010-04-16,1734.489990234375,1742.239990234375,1743.6500244140625,1723.280029296875,381100,2515.68994140625,3.8480000495910645,15.890000343322754,1104.5
2010-04-19,1705.300048828125,1708.3900146484375,1720.030029296875,1700.68994140625,367600,2515.68994140625,3.8480000495910645,15.890000343322754,1104.5
2010-04-20,1718.030029296875,1715.8299560546875,1721.3599853515625,1710.1800537109375,522300,2480.110107421875,3.806999921798706,17.34000015258789,1115.0
2010-04-21,1747.5799560546875,1730.3699951171875,1748.18994140625,1729.77001953125,535000,2500.31005859375,3.805000066757202,15.729999542236328,1117.5
2010-04-22,1739.52001953125,1737.2900390625,1740.0400390625,1727.6099853515625,528100,2504.610107421875,3.73799991607666,16.31999969482422,1105.9000244140625
2010-04-23,1737.030029296875,1747.9200439453125,1748.4599609375,1732.8800048828125,463200,2519.070068359375,3.7720000743865967,16.469999313354492,1109.5999755859375
2010-04-26,1752.199951171875,1745.97998046875,1757.760009765625,1745.800048828125,420600,2519.070068359375,3.7720000743865967,16.469999313354492,1109.5999755859375
2010-04-27,1749.550048828125,1748.8399658203125,1756.1500244140625,1742.27001953125,432400,2522.949951171875,3.815000057220459,17.469999313354492,1097.699951171875
2010-04-28,1733.9100341796875,1716.1700439453125,1733.9100341796875,1714.530029296875,399800,2471.469970703125,3.690000057220459,22.809999465942383,1114.4000244140625
2010-04-29,1728.4200439453125,1738.77001953125,1738.77001953125,1720.6700439453125,446700,2471.72998046875,3.7730000019073486,21.079999923706055,1110.9000244140625
2010-04-30,1741.56005859375,1742.3199462890625,1749.68994140625,1739.81005859375,412100,2511.919921875,3.7279999256134033,18.440000534057617,1111.800048828125
2010-05-03,1721.2099609375,1735.6800537109375,1740.1500244140625,1709.81005859375,414100,2511.919921875,3.7279999256134033,18.440000534057617,1111.800048828125
2010-05-04,1718.75,1730.5699462890625,1734.469970703125,1714.1700439453125,381000,2498.739990234375,3.7049999237060547,20.190000534057617,1115.699951171875
2010-05-06,1684.7099609375,1679.7900390625,1689.1600341796875,1674.1099853515625,448600,2402.2900390625,3.549999952316284,24.90999984741211,1121.0
2010-05-07,1647.5,1632.449951171875,1658.300048828125,1625.8299560546875,456400,2319.639892578125,3.3980000019073486,32.79999923706055,1144.9000244140625
2010-05-10,1677.6300048828125,1661.6099853515625,1679.5799560546875,1654.4100341796875,383500,2319.639892578125,3.3980000019073486,32.79999923706055,1144.9000244140625
2010-05-11,1670.239990234375,1692.4000244140625,1692.4000244140625,1661.7099609375,457100,2374.669921875,3.5390000343322754,28.84000015258789,1138.5
2010-05-12,1663.030029296875,1678.7900390625,1680.1600341796875,1657.6700439453125,453200,2375.31005859375,3.5350000858306885,28.31999969482422,1141.4000244140625
2010-05-13,1694.5799560546875,1683.760009765625,1700.0,1682.9100341796875,400400,2425.02001953125,3.566999912261963,25.520000457763672,1143.0999755859375
2010-05-14,1695.6300048828125,1685.75,1699.5899658203125,1677.43994140625,432900,2394.360107421875,3.563999891281128,26.68000030517578,1108.9000244140625
2010-05-17,1651.510009765625,1668.5699462890625,1673.010009765625,1644.7099609375,402500,2394.360107421875,3.563999891281128,26.68000030517578,1108.9000244140625
2010-05-18,1643.239990234375,1662.31005859375,1663.1500244140625,1629.3499755859375,493300,2354.22998046875,3.4719998836517334,30.84000015258789,1122.300048828125
2010-05-19,1630.0799560546875,1621.3199462890625,1630.31005859375,1601.5400390625,417500,2317.260009765625,3.375999927520752,33.54999923706055,1162.0999755859375
2010-05-20,1600.1800537109375,1624.1700439453125,1640.469970703125,1591.9300537109375,358200,2298.3701171875,3.3589999675750732,35.31999969482422,1120.800048828125
2010-05-24,1604.9300537109375,1589.8299560546875,1612.9100341796875,1585.6199951171875,270800,2298.3701171875,3.3589999675750732,35.31999969482422,1120.800048828125
2010-05-25,1560.8299560546875,1585.1700439453125,1585.5999755859375,1532.6800537109375,475200,2213.550048828125,3.2269999980926514,38.31999969482422,1193.5
2010-05-26,1582.1199951171875,1575.2900390625,1582.1199951171875,1549.6500244140625,358200,2210.949951171875,3.1579999923706055,34.61000061035156,1243.5999755859375
2010-05-27,1607.5,1565.5899658203125,1611.5899658203125,1565.4000244140625,357600,2195.8798828125,3.2179999351501465,35.02000045776367,1257.4000244140625
2010-05-28,1622.780029296875,1630.1400146484375,1630.1800537109375,1606.760009765625,315900,2277.679931640625,3.3380000591278076,29.68000030517578,1225.5
2010-05-31,1641.25,1625.0799560546875,1641.25,1621.0899658203125,299400,2277.679931640625,3.3380000591278076,29.68000030517578,1225.5
2010-06-01,1630.4000244140625,1634.550048828125,1643.0799560546875,1623.4000244140625,314100,2277.679931640625,3.3380000591278076,29.68000030517578,1200.0
2010-06-03,1661.8399658203125,1643.739990234375,1663.6700439453125,1641.77001953125,308800,2281.070068359375,3.3340001106262207,30.170000076293945,1212.5
2010-06-04,1664.1300048828125,1660.989990234375,1670.93994140625,1658.52001953125,286100,2303.030029296875,3.378999948501587,29.459999084472656,1200.0999755859375
2010-06-07,1637.969970703125,1628.06005859375,1638.8800048828125,1618.5699462890625,300900,2303.030029296875,3.378999948501587,29.459999084472656,1200.0999755859375
2010-06-08,1651.47998046875,1635.010009765625,1656.3699951171875,1630.4300537109375,280300,2173.89990234375,3.184000015258789,36.56999969482422,1237.800048828125
2010-06-09,1647.219970703125,1653.1199951171875,1655.6099853515625,1638.3800048828125,315100,2170.570068359375,3.1679999828338623,33.70000076293945,1235.300048828125
2010-06-10,1651.699951171875,1651.9200439453125,1662.3199462890625,1643.7099609375,307900,2158.85009765625,3.187000036239624,33.72999954223633,1252.4000244140625
2010-06-11,1675.3399658203125,1674.6099853515625,1681.699951171875,1662.75,369400,2218.7099609375,3.319000005722046,30.56999969482422,1249.699951171875
2010-06-14,1690.5999755859375,1683.2900390625,1698.2099609375,1681.949951171875,373900,2218.7099609375,3.319000005722046,30.56999969482422,1249.699951171875
2010-06-15,1690.030029296875,1687.8499755859375,1696.739990234375,1684.52001953125,347800,2243.9599609375,3.2750000953674316,28.579999923706055,1226.4000244140625
2010-06-16,1705.3299560546875,1707.97998046875,1710.5699462890625,1694.9200439453125,380000,2305.8798828125,3.309999942779541,25.8700008392334,1228.9000244140625
2010-06-17,1707.9200439453125,1707.2900390625,1711.47998046875,1701.280029296875,369800,2305.929931640625,3.2820000648498535,25.920000076293945,1211.5999755859375
2010-06-18,1711.949951171875,1710.4000244140625,1712.3499755859375,1701.9200439453125,293700,2307.159912109375,3.190000057220459,25.049999237060547,1210.5999755859375
2010-06-21,1739.6800537109375,1728.3699951171875,1741.47998046875,1723.77001953125,391900,2307.159912109375,3.190000057220459,25.049999237060547,1210.5999755859375
2010-06-22,1731.47998046875,1727.9599609375,1734.4200439453125,1723.9599609375,404700,2289.090087890625,3.243000030517578,24.8799991607666,1180.0999755859375
2010-06-23,1725.8199462890625,1722.52001953125,1731.780029296875,1721.4100341796875,371800,2261.800048828125,3.1659998893737793,27.049999237060547,1185.5
2010-06-24,1739.8699951171875,1724.8499755859375,1739.8699951171875,1721.719970703125,313800,2254.22998046875,3.115000009536743,26.90999984741211,1178.0999755859375
2010-06-25,1729.8399658203125,1721.530029296875,1733.699951171875,1719.0799560546875,303700,2217.419921875,3.122999906539917,29.739999771118164,1190.300048828125
2010-06-28,1732.030029296875,1734.530029296875,1735.27001953125,1726.25,347000,2217.419921875,3.122999906539917,29.739999771118164,1190.300048828125
2010-06-29,1707.760009765625,1735.31005859375,1739.969970703125,1703.469970703125,381300,2220.64990234375,3.0320000648498535,29.0,1207.0
2010-06-30,1698.2900390625,1678.5400390625,1699.550048828125,1675.469970703125,341700,2135.179931640625,2.9670000076293945,34.130001068115234,1216.5999755859375
2010-07-01,1686.239990234375,1687.0,1693.9000244140625,1664.5400390625,327700,2109.239990234375,2.9509999752044678,34.540000915527344,1227.199951171875
2010-07-02,1671.8199462890625,1688.949951171875,1693.75,1667.3800048828125,344900,2101.360107421875,2.927000045776367,32.86000061035156,1223.0999755859375
2010-07-05,1675.3699951171875,1675.4300537109375,1680.3900146484375,1664.219970703125,356600,2101.360107421875,2.927000045776367,32.86000061035156,1223.0999755859375
2010-07-06,1684.93994140625,1664.8699951171875,1684.93994140625,1650.300048828125,337500,2101.360107421875,2.927000045776367,32.86000061035156,1221.5999755859375
2010-07-07,1675.6500244140625,1685.77001953125,1685.77001953125,1668.6099853515625,345700,2093.8798828125,2.931999921798706,29.649999618530273,1223.5
2010-07-08,1698.6400146484375,1699.1700439453125,1702.6500244140625,1692.9300537109375,330700,2159.469970703125,2.9800000190734863,26.84000015258789,1217.300048828125
2010-07-09,1723.010009765625,1708.719970703125,1723.1400146484375,1697.6099853515625,471800,2175.39990234375,3.0199999809265137,25.709999084472656,1205.0999755859375
2010-07-12,1734.050048828125,1731.72998046875,1734.050048828125,1724.5999755859375,345900,2175.39990234375,3.0199999809265137,25.709999084472656,1205.0999755859375
2010-07-13,1735.0799560546875,1737.9200439453125,1750.47998046875,1732.8499755859375,412100,2198.360107421875,3.0460000038146973,24.43000030517578,1201.5
2010-07-14,1758.010009765625,1754.4300537109375,1764.81005859375,1754.1199951171875,534500,2242.030029296875,3.114000082015991,24.559999465942383,1211.9000244140625
2010-07-15,1751.2900390625,1754.7099609375,1759.18994140625,1748.97998046875,392900,2249.840087890625,3.049999952316284,24.889999389648438,1176.5
2010-07-16,1738.449951171875,1751.199951171875,1754.280029296875,1736.6600341796875,376500,2249.080078125,2.9779999256134033,25.139999389648438,1198.199951171875
2010-07-19,1731.949951171875,1719.1400146484375,1737.9000244140625,1717.969970703125,282100,2249.080078125,2.9779999256134033,25.139999389648438,1198.199951171875
2010-07-20,1736.77001953125,1727.3800048828125,1740.8199462890625,1724.5999755859375,308000,2198.22998046875,2.9639999866485596,25.969999313354492,1215.4000244140625
2010-07-21,1748.780029296875,1752.68994140625,1755.6600341796875,1740.1099853515625,375900,2222.489990234375,2.931999921798706,23.93000030517578,1207.9000244140625
2010-07-22,1735.530029296875,1744.699951171875,1752.5799560546875,1732.489990234375,405200,2187.330078125,2.8919999599456787,25.639999389648438,1207.800048828125
2010-07-23,1758.06005859375,1756.3800048828125,1760.6199951171875,1745.0400390625,372800,2245.889892578125,2.931999921798706,24.6299991607666,1202.800048828125
2010-07-26,1769.0699462890625,1760.0999755859375,1774.050048828125,1758.989990234375,320600,2245.889892578125,2.931999921798706,24.6299991607666,1202.800048828125
2010-07-27,1768.31005859375,1775.469970703125,1778.719970703125,1765.4200439453125,361500,2296.429931640625,2.99399995803833,22.729999542236328,1188.699951171875
2010-07-28,1773.469970703125,1773.68994140625,1775.8199462890625,1764.5400390625,325700,2288.25,3.046999931335449,23.190000534057617,1181.0
2010-07-29,1770.8800048828125,1770.43994140625,1776.9599609375,1767.9599609375,348600,2264.56005859375,3.000999927520752,24.25,1185.4000244140625
2010-07-30,1759.3299560546875,1768.239990234375,1774.739990234375,1754.5799560546875,370900,2251.68994140625,2.999000072479248,24.1299991607666,1184.300048828125
2010-08-02,1782.27001953125,1771.3800048828125,1784.0999755859375,1767.5999755859375,332900,2251.68994140625,2.999000072479248,24.1299991607666,1184.300048828125
2010-08-03,1790.5999755859375,1796.0,1796.280029296875,1784.5699462890625,349300,2295.360107421875,2.9630000591278076,22.010000228881836,1172.199951171875
2010-08-04,1789.260009765625,1795.22998046875,1795.22998046875,1774.47998046875,335400,2283.52001953125,2.9140000343322754,22.6299991607666,1171.699951171875
2010-08-05,1783.8599853515625,1796.6300048828125,1797.4200439453125,1773.489990234375,338100,2303.570068359375,2.9519999027252197,22.209999084472656,1171.5999755859375
2010-08-06,1783.8299560546875,1782.469970703125,1785.97998046875,1769.4599609375,336300,2293.06005859375,2.9149999618530273,22.100000381469727,1167.300048828125
2010-08-09,1790.1700439453125,1779.3800048828125,1790.2099609375,1776.719970703125,290700,2293.06005859375,2.9149999618530273,22.100000381469727,1167.300048828125
2010-08-10,1781.1300048828125,1792.1199951171875,1794.550048828125,1779.5699462890625,301100,2305.68994140625,2.822000026702881,22.139999389648438,1160.0999755859375
2010-08-11,1758.18994140625,1775.3399658203125,1776.989990234375,1754.1800537109375,380400,2277.169921875,2.7809998989105225,22.3700008392334,1160.5
2010-08-12,1721.75,1731.3399658203125,1742.800048828125,1721.75,359800,2208.6298828125,2.684999942779541,25.389999389648438,1159.699951171875
2010-08-13,1746.239990234375,1731.1500244140625,1747.1099853515625,1725.239990234375,278600,2190.27001953125,2.734999895095825,25.729999542236328,1186.300048828125
2010-08-16,1743.31005859375,1735.3599853515625,1746.02001953125,1716.8599853515625,314500,2190.27001953125,2.734999895095825,25.729999542236328,1186.300048828125
2010-08-17,1755.030029296875,1737.3599853515625,1757.219970703125,1734.510009765625,427000,2181.8701171875,2.575000047683716,26.100000381469727,1182.199951171875
2010-08-18,1761.989990234375,1763.8399658203125,1765.010009765625,1753.6800537109375,371500,2209.43994140625,2.6449999809265137,24.329999923706055,1188.300048828125
2010-08-19,1779.6400146484375,1763.5999755859375,1781.0699462890625,1762.97998046875,344900,2215.699951171875,2.6410000324249268,24.59000015258789,1175.9000244140625
2010-08-20,1775.5400390625,1769.02001953125,1776.3499755859375,1765.5799560546875,362000,2178.949951171875,2.5789999961853027,26.440000534057617,1174.9000244140625
2010-08-23,1767.7099609375,1780.5899658203125,1788.7099609375,1766.77001953125,330300,2178.949951171875,2.5789999961853027,26.440000534057617,1174.9000244140625
2010-08-24,1760.530029296875,1757.0999755859375,1771.760009765625,1749.1099853515625,401700,2159.6298828125,2.6070001125335693,25.65999984741211,1180.5999755859375
2010-08-25,1734.7900390625,1745.77001953125,1753.5699462890625,1734.7900390625,346300,2123.760009765625,2.499000072479248,27.459999084472656,1183.699951171875
2010-08-26,1729.760009765625,1744.0799560546875,1744.4000244140625,1729.760009765625,303000,2141.5400390625,2.5380001068115234,26.700000762939453,1195.4000244140625
2010-08-27,1729.56005859375,1724.0,1732.8399658203125,1719.199951171875,245600,2118.68994140625,2.499000072479248,27.3700008392334,1195.0999755859375
2010-08-30,1760.1300048828125,1749.02001953125,1760.3499755859375,1746.2099609375,247400,2118.68994140625,2.499000072479248,27.3700008392334,1195.0999755859375
2010-08-31,1742.75,1746.8499755859375,1752.0699462890625,1736.22998046875,289500,2119.969970703125,2.5450000762939453,27.209999084472656,1195.5999755859375
2010-09-01,1764.68994140625,1751.9599609375,1767.2099609375,1748.300048828125,305300,2114.030029296875,2.4769999980926514,26.049999237060547,1193.0999755859375
2010-09-02,1775.72998046875,1783.219970703125,1783.8499755859375,1767.6700439453125,292800,2176.840087890625,2.5820000171661377,23.889999389648438,1199.5999755859375
2010-09-03,1780.02001953125,1780.800048828125,1786.0400390625,1774.949951171875,312000,2200.010009765625,2.628000020980835,23.190000534057617,1184.5999755859375
2010-09-06,1792.4200439453125,1791.760009765625,1794.0699462890625,1784.489990234375,328100,2200.010009765625,2.628000020980835,23.190000534057617,1184.5999755859375
2010-09-07,1787.739990234375,1792.0699462890625,1796.5,1786.3699951171875,316900,2200.010009765625,2.628000020980835,23.190000534057617,1172.0
2010-09-08,1779.219970703125,1780.47998046875,1785.47998046875,1770.780029296875,322500,2208.889892578125,2.6089999675750732,23.799999237060547,1173.0
2010-09-09,1784.3599853515625,1786.8299560546875,1790.469970703125,1775.0699462890625,367900,2228.8701171875,2.6540000438690186,23.25,1181.0
2010-09-10,1802.5799560546875,1792.75,1808.1800537109375,1791.949951171875,340700,2236.199951171875,2.760999917984009,22.809999465942383,1170.800048828125
2010-09-13,1818.8599853515625,1812.030029296875,1819.1199951171875,1807.5899658203125,386800,2236.199951171875,2.760999917984009,22.809999465942383,1170.800048828125
2010-09-14,1815.25,1824.780029296875,1827.030029296875,1810.780029296875,387000,2285.7099609375,2.740999937057495,21.209999084472656,1166.0999755859375
2010-09-15,1823.8800048828125,1817.300048828125,1827.0,1813.0899658203125,338900,2289.77001953125,2.6659998893737793,21.559999465942383,1160.4000244140625
2010-09-16,1811.8499755859375,1822.3499755859375,1824.6099853515625,1811.8499755859375,336300,2301.320068359375,2.7230000495910645,22.100000381469727,1161.0999755859375
2010-09-17,1827.3499755859375,1823.6400146484375,1828.5400390625,1812.050048828125,317400,2303.25,2.759000062942505,21.719999313354492,1157.9000244140625
2010-09-20,1832.6300048828125,1821.52001953125,1833.780029296875,1818.5999755859375,242700,2303.25,2.759000062942505,21.719999313354492,1157.9000244140625
2010-09-24,1846.5999755859375,1830.219970703125,1846.5999755859375,1825.800048828125,274200,2327.080078125,2.555000066757202,23.8700008392334,1158.5
2010-09-27,1860.8299560546875,1856.4200439453125,1862.030029296875,1851.969970703125,383600,2327.080078125,2.555000066757202,23.8700008392334,1158.5
